id,full description
283.txt,"Ephrem the Syrian. “Nisibis 29.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/283."
284.txt,"Ephrem the Syrian. “Nisibis 30.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/284."
285.txt,"Ephrem the Syrian. “Nisibis 31.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/285."
286.txt,"Ephrem the Syrian. “Nisibis 32.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/286."
287.txt,"Ephrem the Syrian. “Nisibis 33.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/287."
288.txt,"Ephrem the Syrian. “Nisibis 34.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/288."
289.txt,"Ephrem the Syrian. “Nisibis 35.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/289."
290.txt,"Ephrem the Syrian. “Nisibis 36.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/290."
291.txt,"Ephrem the Syrian. “Nisibis 37.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/291."
292.txt,"Ephrem the Syrian. “Nisibis 38.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/292."
293.txt,"Ephrem the Syrian. “Nisibis 39.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/293."
294.txt,"Ephrem the Syrian. “Nisibis 40.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/294."
295.txt,"Ephrem the Syrian. “Nisibis 41.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/295."
296.txt,"Ephrem the Syrian. “Nisibis 42.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/296."
297.txt,"Ephrem the Syrian. “Nisibis 43.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/297."
298.txt,"Ephrem the Syrian. “Nisibis 44.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/298."
299.txt,"Ephrem the Syrian. “Nisibis 45.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/299."
300.txt,"Ephrem the Syrian. “Nisibis 46.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/300."
301.txt,"Ephrem the Syrian. “Nisibis 47.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/301."
302.txt,"Ephrem the Syrian. “Nisibis 48.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/302."
303.txt,"Ephrem the Syrian. “Nisibis 49.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/303."
304.txt,"Ephrem the Syrian. “Nisibis 50.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/304."
305.txt,"Ephrem the Syrian. “Nisibis 51.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/305."
306.txt,"Ephrem the Syrian. “Nisibis 52.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/306."
307.txt,"Ephrem the Syrian. “Nisibis 53.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/307."
308.txt,"Ephrem the Syrian. “Nisibis 54.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/308."
309.txt,"Ephrem the Syrian. “Nisibis 55.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/309."
310.txt,"Ephrem the Syrian. “Nisibis 56.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/310."
311.txt,"Ephrem the Syrian. “Nisibis 57.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/311."
312.txt,"Ephrem the Syrian. “Nisibis 58.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/312."
313.txt,"Ephrem the Syrian. “Nisibis 59.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/313."
314.txt,"Ephrem the Syrian. “Nisibis 60.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/314."
315.txt,"Ephrem the Syrian. “Nisibis 61.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/315."
316.txt,"Ephrem the Syrian. “Nisibis 62.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/316."
317.txt,"Ephrem the Syrian. “Nisibis 63.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/317."
318.txt,"Ephrem the Syrian. “Nisibis 64.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/318."
319.txt,"Ephrem the Syrian. “Nisibis 65.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/319."
320.txt,"Ephrem the Syrian. “Nisibis 66.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/320."
321.txt,"Ephrem the Syrian. “Nisibis 67.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/321."
322.txt,"Ephrem the Syrian. “Nisibis 68.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/322."
323.txt,"Ephrem the Syrian. “Nisibis 69.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/323."
324.txt,"Ephrem the Syrian. “Nisibis 70.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/324."
325.txt,"Ephrem the Syrian. “Nisibis 71.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/325."
326.txt,"Ephrem the Syrian. “Nisibis 72.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/326."
327.txt,"Ephrem the Syrian. “Nisibis 73.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/327."
328.txt,"Ephrem the Syrian. “Nisibis 74.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/328."
329.txt,"Ephrem the Syrian. “Nisibis 75.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/329."
330.txt,"Ephrem the Syrian. “Nisibis 76.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/330."
331.txt,"Ephrem the Syrian. “Nisibis 77.” Digital Syriac Corpus. Last modified June 12, 2019. https://syriaccorpus.org/331."
332.txt,"Thomas. “Acts of Judas Thomas - ܦܪ̈ܟܣܝܣ ܕܝܗܘܕܐ.” Based upon William Wright, Apocryphal Acts of the Apostles (Williams and Norgate, 1871). Digital Syriac Corpus. Last modified March 1, 2018. https://syriaccorpus.org/332."
333.txt,"“An Account of the Decease of Saint John, Apostle and Evangelist - ܫܪܒܐ ܕܥܠ ܥܘܢܕܢܗ ܕܩܕܝܫܐ ܝܘܚܢܢ ܫܠܝܚܐ ܘܐܢܓܠܝܣܐ.” Based upon William Wright, Apocryphal Acts of the Apostles (Williams and Norgate, 1871). Digital Syriac Corpus. Last modified March 6, 2018. https://syriaccorpus.org/333."
334.txt,"“History of John, the Son of Zebedee - ܬܫܥܝܬܐ ܕܝܘܚܢܢ ܒܪ ܙܒܕܝ ܫܠܝܚܐ ܘܐܘܢܓܠܣܛܐ.” Based upon William Wright, Apocryphal Acts of the Apostles (Williams and Norgate, 1871). Digital Syriac Corpus. Last modified March 6, 2018. https://syriaccorpus.org/334."
335.txt,"“History of Mar Matthew and Mar Andrew, Blessed Apostles - ܬܫܥܝܬܗ ܕܡܪܝ ܡܬܝ ܘܕܡܪܝ ܐܢܕܪܐܝܣ ܫ̈ܠܝܚܐ ܛ̈ܘܒܢܐ.” Based upon William Wright, Apocryphal Acts of the Apostles (Williams and Norgate, 1871). Digital Syriac Corpus. Last modified March 6, 2018. https://syriaccorpus.org/335."
336.txt,"“History of Philip, the Apostle and Evangelist - ܬܫܥܝܬܐ ܕܦܝܠܝܦܘܣ ܫܠܝܚܐ ܘܡܣܒܪܢܐ.” Based upon William Wright, Apocryphal Acts of the Apostles (Williams and Norgate, 1871). Digital Syriac Corpus. Last modified March 6, 2018. https://syriaccorpus.org/336."
337.txt,"“History of Thecla, Disciple of Paul the Apostle - ܬܫܥܝܬܐ ܕܬܩܠܐ ܬܠܡܝܕܬܗ ܕܦܘܠܘܣ ܫܠܝܚܐ.” Based upon William Wright, Apocryphal Acts of the Apostles (Williams and Norgate, 1871). Digital Syriac Corpus. Last modified March 6, 2018. https://syriaccorpus.org/337."
338.txt,"“Hymn of the Soul - ܡܕܪܫܐ ܕܝܗܘܕܐ ܬܐܡܐ ܫܠܝܚܐ ܕܒܐܬܪܐ ܕܗ̈ܢܕܘܝܐ.” Based upon Digital Syriac Corpus. Last modified March 6, 2018. https://syriaccorpus.org/338."
339.txt,"John the Solitary. “Dialogue on the Soul - ܢܝ̈ܫܐ ܐܚܪ̈ܢܐ ܥܠ ܢܦܫܐ.” Based upon Sven Dedering ed., Johannes Von Lykopolis. Ein Dialog Über Die Seele Und Die Affekte Des Menschen (Leipzig: O. Harrassowitz, 1936). Digital Syriac Corpus. Last modified March 29, 2018. https://syriaccorpus.org/339."
340.txt,"Jacob of Serugh. “An Admonition - ܕܡܲܪܬ݁ܝܵܢܘܼܬܼܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 10, 2018. https://syriaccorpus.org/340."
341.txt,"Jacob of Serugh. “On the Descent of the Highest upon Mount Sinai - ܕܥܲܠ ܡܲܚܲܬ݁ܬܹܗ ܕܪܵܡܵܐ ܥܲܠ ܛܘܼܪ ܣܝܼܢܲܝ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 10, 2018. https://syriaccorpus.org/341."
342.txt,"Jacob of Serugh. “On the Consecration of the Church and on Moses the Prophet - ܥܲܠ ܩܘܼܕܵܫ ܥܹܕܬܵܐ ܘܥܲܠ ܡܘܼܫܹܐ ܢܒ̣ܝܼܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 27, 2018. https://syriaccorpus.org/342."
343.txt,"Jacob of Serugh. “On the Brazen Serpent that Moses Set up in the Wilderness - ܥܲܠ ܚܸܘܝܵܐ ܕܲܢܚܵܫܵܐ ܕܐܲܪܝܼܡ ܡܘܼܫܹܐ ܒܡܲܕܼܒ݁ܪܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 27, 2018. https://syriaccorpus.org/343."
344.txt,"Jacob of Serugh. “On Aaron the Priest - ܥܲܠ ܐܲܗܪܘܿܢ ܟܵܗܢܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 28, 2018. https://syriaccorpus.org/344."
345.txt,"Jacob of Serugh. “On That Star Which the Magi Saw - ܥܲܠ ܟܵܘܟ݁ܒ̣ܵܐ ܗܵܘ̇ ܕܐܸܬܼܚܙܝܼ ܠܲܡܓ̣ܘܼ̈ܫܹܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 28, 2018. https://syriaccorpus.org/345."
346.txt,"Jacob of Serugh. “On the Baptism of the Law and on the Baptism of John and on the Baptism That Our Lord Gave to the Apostles - ܥܲܠ ܡܲܥܡܘܿܕܼܝܼܬܼܵܐ ܕܢܵܡܘܿܣܵܐ ܘܥܲܠ ܡܲܥܡܘܿܕܼܝܼܬܹܗ ܕܝܘܿܚܲܢܵܢ ܘܥܲܠ ܡܲܥܡܘܿܕܼܝܼܬܼܵܐ ܕܝܲܗ̣̄ܒ̣ ܡܵܪܲܢ ܠܲܫܠܝܼܚܹ̈ܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 28, 2018. https://syriaccorpus.org/346."
347.txt,"Jacob of Serugh. “On the Baptism of our Savior in the Jordan - ܥܲܠ ܥܡܵܕܼܗ ܕܦܵܪܘܿܩܲܢ ܕܲܒ̣ܝܘܿܪܕܢܵܢ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 28, 2018. https://syriaccorpus.org/347."
348.txt,"Jacob of Serugh. “On Holy Baptism - ܥܲܠ ܡܲܥܡܘܿܕܼܝܼܬܼܵܐ ܩܲܕܝܼܫܬܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 28, 2018. https://syriaccorpus.org/348."
349.txt,"Jacob of Serugh. “On the Prayer That Our Lord Taught to his Disciples: Our Father Which Art in Heaven - ܥܲܠ ܨܠܘܿܬܼܵܐ ܕܐܲܠܸܦ̣ ܡܵܪܲܢ ܠܬܲܠܡܝܼܕܼܵܘ̈ܗܝ ܐܲܒ̣ܘܼܢ ܕܒܲܫܡܲܝܵܐ ܢܸܬܼܩܲܕܲܫ ܫܡܵܟ̣.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 28, 2018. https://syriaccorpus.org/349."
350.txt,"Jacob of Serugh. “On that Young Man who Said to Our Lord What Should I Do to Inherit Eternal Life - ܥܲܠ ܗܵܘ̇ ܥܠܲܝܡܵܐ ܕܐܸܡܲܪ ܠܡܵܪܲܢ ܕܡܵܢܵܐ ܐܸܥܒܸ݁ܕܼ ܕܐܹܪܲܬܼ ܚܲܝܹ̈ܐ ܕܲܠܥܵܠܲܡ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 29, 2018. https://syriaccorpus.org/350."
351.txt,"Jacob of Serugh. “On the Prodigal Son - ܥܲܠ ܗܵܘ̇ ܒܪܵܐ ܕܦܲܪܲܚ̣ ܢܸܟ̣ܣܵܘ̈ܗܝ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 29, 2018. https://syriaccorpus.org/351."
352.txt,"Jacob of Serugh. “On the Pharisee and the Publican Who Went up to the Temple to Pray - ܥܲܠ ܦܪܝܼܫܵܐ ܘܡܵܟ̣ܣܵܐ ܕܐܸܡܲܪ ܡܵܪܲܢ ܕܲܣܠܸܩ̣ܘ ܠܗܲܝܟ݁ܠܵܐ ܠܲܡܨܲܠܵܝܘܼ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 29, 2018. https://syriaccorpus.org/352."
353.txt,"Jacob of Serugh. “On the Parable That Our Lord Spoke about the Laborers Whom the Lord of the Vineyard Hired - ܥܲܠ ܡܲܬܼܠܵܐ ܕܐܸܡܲܪ ܡܵܪܲܢ ܕܦܵܥ̈ܠܹܐ ܕܐܸܓܲܪ ܡܵܪܹܐ ܟܲܪܡܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 29, 2018. https://syriaccorpus.org/353."
354.txt,"Jacob of Serugh. “On Zacchaeus the Publican - ܥܲܠ ܙܲܟܲܝ ܡܵܟ̣ܣܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/354."
355.txt,"Jacob of Serugh. “On the Rich Man and Lazarus - ܲܥܲܠ ܥܲܬ݁ܝܼܪܵܐ ܘܠܵܥܵܙܲܪ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/355."
356.txt,"Jacob of Serugh. “On the Canaanite Woman - ܥܲܠ ܟܢܲܥܢܵܝܬܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/356."
357.txt,"Jacob of Serugh. “On Palm Sunday - ܥܲܠ ܚܲܕܼܒܿܫܲܒܵܐ ܕܐܘܿܫܲܥ̈ܢܹܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/357."
358.txt,"Jacob of Serugh. “On Our Lord's Question and on the Revelation That Simon Received from the Father - ܥܲܠ ܫܘܼܐܵܠܹܗ ܕܡܵܪܲܢ ܘܥܲܠ ܓܸܠܝܵܢܵܐ ܕܩܲܒܸܿܠܼ ܫܸܡܥܘܿܢ ܡܼܢ ܐܲܒܼܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/358."
359.txt,"Jacob of Serugh. “On Simon Peter When Our Lord Said to him, Get Thee Behind Me Satan - ܥܲܠ ܫܸܡܥܘܿܢ ܟܹܐܦܵܐ ܟܲܕܼ ܐܸܡܸܿܪ ܠܹܗ ܡܵܪܲܢ ܙܸܠ ܠܵܟܼ ܠܒܸܣܬܲܪܝ ܣܵܛܵܢܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/359."
360.txt,"Jacob of Serugh. “On the Denial of Peter - ܥܲܠ ܟܦܘܼܪܝܹܗ ܕܫܸܡܥܘܿܢ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/360."
361.txt,"Jacob of Serugh. “On the Memorial of the Departed and on the Eucharistic Bread - ܥܠ ܕܗܟܪܢܐ ܕܥܢܝ̈ܕܐ ܘܥܠ ܩܨܬܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/361."
362.txt,"Jacob of Serugh. “On the Lenten Fast I - ܥܲܠ ܨܵܘܡܵܐ ܩܲܕܝܼܫܵܐ ܕܐܲܪܒ̇ܥܝܼܢ ܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/362."
363.txt,"Jacob of Serugh. “On the Lenten Fast II - ܥܲܠ ܨܵܘܡܵܐ ܩܲܕܝܼܫܵܐ ܕܐܲܪܒܿܥܝܼܢ ܒ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/363."
364.txt,"Jacob of Serugh. “On the Lenten Fast III - ܥܲܠ ܨܵܘܡܵܐ ܩܲܕܝܼܫܵܐ ܕܐܲܪܒܿܥܝܼܢ ܓ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/364."
365.txt,"Jacob of Serugh. “On the Love of God and On Perfect Reconciliation - ܥܲܠ ܚܘܼܒܵܐ ܒܪܵܐ ܕܐܲܠܵܗܵܐ ܕܐܸܬܼܵܐ ܒܚܘܼܒܹܗ ܕܲܢܚܲܕܸܬܼ ܟܠ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/365."
366.txt,"Jacob of Serugh. “On Godly Virginity - ܥܲܠ ܡܲܪܬܝܵܢܘܼܬܼܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/366."
367.txt,"Jacob of Serugh. “On the Power of Repentance - ܥܲܠ ܬܼܝܵܒܼܘܼܬܼܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/367."
368.txt,"Jacob of Serugh. “On Repentance and an Admonition - ܥܲܠ ܬܝܵܒܼܘܼܬܼܵܐ ܘܡܲܪܬܿܝܵܢܘܼܬܼܵܐ.” Based upon Paul Bedjan ed., Homiliae selectae Mar-Jacobi Sarugensis vol. 1 (Paris: Harrassowitz, 1905). Digital Syriac Corpus. Last modified March 30, 2018. https://syriaccorpus.org/368."
372.txt,"“Exhortation of the Apostle Peter - ܡܡܠܠܐ ܕܛܘܒܢܐ ܦܬܪܘܣ ܫܠܝܚܐ ܕܥܠ ܡܪܬܝܢܘܬܐ.” Edited by Digital Syriac Corpus. Last modified April 25, 2018. https://syriaccorpus.org/372."
373.txt,"Gregorius bar Hebraeus. “Ecclesiastical History - ܟܬܒܐ ܕܐܩܠܣܝܣܛܝܩܝ.” Based upon Jean Baptiste Abbeloos and Thomas Joseph Lamy eds., Gregorii Barhebræi (Louvain: Peeters, 1872-1877). Digital Syriac Corpus. Last modified May 4, 2018. https://syriaccorpus.org/373."
374.txt,"Philoxenos of Mabbug. “Discourse 1: Prologue - ܡܐܡܪܐ ܩܕܡܝܐ ܕܥܠ ܥܠܬܗ̇ ܕܦܢܩܝܬܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/374."
375.txt,"Philoxenos of Mabbug. “Discourse 2: On Faith - ܡܐܡܪܐ ܕܬܪܝܢ ܕܥܠ ܗܝܡܢܘܬܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/375."
376.txt,"Philoxenos of Mabbug. “Discourse 3: On Faith - ܡܐܡܪܐ ܕܬܠܬܐ ܕܥܠ ܗܝܡܢܘܬܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/376."
377.txt,"Philoxenos of Mabbug. “Discourse 4: On Faith and Simplicity - ܡܐܡܪܐ ܕܐܪܒܥܐ ܕܥܠ ܦܫܝܛܘܬܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/377."
378.txt,"Philoxenos of Mabbug. “Discourse 5: On Simplicity - ܡܐܡܪܐ ܕܚܡܫܐ ܕܥܠ ܦܫܝܛܘܬܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/378."
379.txt,"Philoxenos of Mabbug. “Discourse 6: On the Fear of God - ܡܐܡܪܐ ܕܫܬܐ ܕܥܠ ܕܚܠܬ ܐܠܗܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/379."
380.txt,"Philoxenos of Mabbug. “Discourse 7: On the Fear of God - ܡܐܡܪܐ ܕܫܒܥܐ ܕܥܠ ܕܚܠܬ ܐܠܗܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/380."
381.txt,"Philoxenos of Mabbug. “Discourse 8: On Poverty - ܡܐܡܪܐ ܕܬܡܢܝܐ ܕܥܠ ܡܣܪܩܘܬܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/381."
382.txt,"Philoxenos of Mabbug. “Discourse 9: On Poverty - ܡܐܡܪܐ ܕܬܫܥܐ ܕܥܠ ܡܣܪܩܘܬܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/382."
383.txt,"Philoxenos of Mabbug. “Discourse 10: On the Lust of the Belly - ܡܐܡܪܐ ܕܥܣܪܐ ܕܥܠ ܪܚܡܬ ܟܪܣܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/383."
384.txt,"Philoxenos of Mabbug. “Discourse 11: On Abstinence - ܡܐܡܪܐ ܕܚܕܥܣܪ ܕܥܠ ܥܳܢܘܳܝܽܘܬܐ.” Based upon E. A. Wallis Budge ed., The Discourses of Philoxenus Bishop of Mabbôgh, A.D. 485–519, Edited from Syriac Manuscripts of the Sixth and Seventh Centuries, in the British Museum, with an English Translation. (London: Asher &amp; Co., 1894). Digital Syriac Corpus. Last modified May 6, 2018. https://syriaccorpus.org/384."
